id,institutionCode,basisOfRecord,source,occurrenceID,catalogNumber,recordedBy,year,country,countryCode,stateProvince,county,locality,latitude,longitude,scientificName,kingdom,family,genus
6669643,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c18/6669643,6669643,dbb6962e-b6bf-11e1-8c2f-acd112e444a7,钟补勤,1935,CN,CN,浙江,,四明山,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669644,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c91/6669644,6669644,dbb695c1-b6bf-11e1-8c2f-acd112e444a7,Cheo & Wilson,1926,CN,CN,江苏,,,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669645,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/658/6669645,6669645,dbb69552-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1930,CN,CN,浙江,,"Haining,Cheking",,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669647,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e84/6669647,6669647,dbb69478-b6bf-11e1-8c2f-acd112e444a7,钟补勤,1935,CN,CN,浙江,,四明山,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669650,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/303/6669650,6669650,dbb6932b-b6bf-11e1-8c2f-acd112e444a7,S.Chen,1932,CN,CN,浙江,,Kinhwahsien,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669652,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/db9/6669652,6669652,dbb6924c-b6bf-11e1-8c2f-acd112e444a7,周太炎,1949,CN,CN,江苏,,常熟,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669654,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/78f/6669654,6669654,dbb69159-b6bf-11e1-8c2f-acd112e444a7,A.N.Steward,1922,CN,CN,江苏,南京市,,32.0556449,118.7977409,Pinus massoniana,Plantae,Pinaceae,Pinus
6669655,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/f7a/6669655,6669655,dbb690e8-b6bf-11e1-8c2f-acd112e444a7,方文培,1929,CN,CN,江苏,南京市,Nanking,32.0556449,118.7977409,Pinus massoniana,Plantae,Pinaceae,Pinus
6669656,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/cae/6669656,6669656,dbb69079-b6bf-11e1-8c2f-acd112e444a7,C.N.Chen,1929,CN,CN,江苏,,,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669657,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ff3/6669657,6669657,dbb69009-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1933,CN,CN,江苏,南京市,Nanking,32.0556449,118.7977409,Pinus massoniana,Plantae,Pinaceae,Pinus
6669667,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d1a/6669667,6669667,dbb68ba9-b6bf-11e1-8c2f-acd112e444a7,,1928,CN,CN,安徽,黄山市,黄山,29.9558362,118.2488108,Pinus massoniana,Plantae,Pinaceae,Pinus
6669677,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/05e/6669677,6669677,dbb6872f-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1933,CN,CN,安徽,全椒县,Wangshan,32.0852744,118.2733262,Pinus massoniana,Plantae,Pinaceae,Pinus
6669679,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/a8b/6669679,6669679,dbb68654-b6bf-11e1-8c2f-acd112e444a7,K.M.Liou,1936,CN,CN,陕西,平利县,,32.3888495,109.3618691,Pinus massoniana,Plantae,Pinaceae,Pinus
6669682,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8f0/6669682,6669682,dbb68503-b6bf-11e1-8c2f-acd112e444a7,K.W.Kung,1933,CN,CN,陕西,宁陕县,"Ningshen-hsien,shensi",33.3103298,108.3143914,Pinus massoniana,Plantae,Pinaceae,Pinus
6669685,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/7cb/6669685,6669685,dbb683b0-b6bf-11e1-8c2f-acd112e444a7,刘慎谔,1938,CN,CN,陕西,西乡县,,32.9830991,107.7666092,Pinus massoniana,Plantae,Pinaceae,Pinus
6669686,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/7ab/6669686,6669686,dbb6833f-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1937,CN,CN,陕西,,,,,Pinus massoniana,Plantae,Pinaceae,Pinus
6669693,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/fde/6669693,6669693,dbb68018-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1933,CN,CN,江苏,南京市,NanKing,32.0556449,118.7977409,Pinus massoniana,Plantae,Pinaceae,Pinus
6669716,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e5e/6669716,6669716,dbb675fd-b6bf-11e1-8c2f-acd112e444a7,F.A.McClure,1929,CN,CN,海南,,"Hainan,Hupg No Tung",,,Pinus kwangtungensis,Plantae,Pinaceae,Pinus
6669784,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/afd/6669784,6669784,dbb6582b-b6bf-11e1-8c2f-acd112e444a7,Hsien-Wu kung,1931,CN,CN,吉林,吉林市市辖区,近伯都纳,,,Pinus koraiensis,Plantae,Pinaceae,Pinus
6669786,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/edb/6669786,6669786,dbb6574f-b6bf-11e1-8c2f-acd112e444a7,H.W.Kung,1931,CN,CN,吉林,吉林市市辖区,"Weihuling,kirin",,,Pinus koraiensis,Plantae,Pinaceae,Pinus
6669794,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/973/6669794,6669794,dbb653c4-b6bf-11e1-8c2f-acd112e444a7,H.W.Kung,1931,CN,CN,吉林,吉林市市辖区,"Weihuling,kirin",,,Pinus koraiensis,Plantae,Pinaceae,Pinus
6669798,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/fe4/6669798,6669798,dbb65210-b6bf-11e1-8c2f-acd112e444a7,,1926,CN,CN,吉林,安图县,"Antu County,Nw slope of Chang Bai shan s Er Dao Dai He near the Nature Reserve",42.7865039,128.5144937,Pinus koraiensis,Plantae,Pinaceae,Pinus
6669851,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d2e/6669851,6669851,dbb63ab6-b6bf-11e1-8c2f-acd112e444a7,秦仁昌,1937,CN,CN,云南,,帕底自附近,,,Pinus kesiya,Plantae,Pinaceae,Pinus
6669917,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/856/6669917,6669917,dbb61ddb-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1938,CN,CN,云南,,"Kiukiang Valley,(Taron) Mt,chingtinglaka",,,Pinus wallichiana,Plantae,Pinaceae,Pinus
6669942,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8da/6669942,6669942,dbb612e3-b6bf-11e1-8c2f-acd112e444a7,陈念劬,1932,CN,CN,海南,琼中黎族苗族自治县,五指山,11.3185451,116.5623856,Pinus fenzeliana,Plantae,Pinaceae,Pinus
6669949,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/648/6669949,6669949,dbb60fcd-b6bf-11e1-8c2f-acd112e444a7,梁向日,1933,CN,CN,海南,,二星山三西,,,Pinus fenzeliana,Plantae,Pinaceae,Pinus
6669951,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/259/6669951,6669951,dbb60eee-b6bf-11e1-8c2f-acd112e444a7,踵铺勒,1928,CN,CN,贵州,,绥阳,,,Pinus fenzeliana,Plantae,Pinaceae,Pinus
6669992,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/6be/6669992,6669992,dbb5fd42-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1932,CN,CN,江苏,南京市,,32.0556449,118.7977409,Pinus densiflora,Plantae,Pinaceae,Pinus
6669995,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1f9/6669995,6669995,dbb5fbf0-b6bf-11e1-8c2f-acd112e444a7,M.Chen,1932,CN,CN,江苏,南京市,,32.0556449,118.7977409,Pinus densiflora,Plantae,Pinaceae,Pinus
6670002,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/bbb/6670002,6670002,dbb5f8c9-b6bf-11e1-8c2f-acd112e444a7,青岛市农林事务所,1933,CN,CN,山东,青岛市,农要事务所憎,36.1079328,120.4159606,Pinus densiflora,Plantae,Pinaceae,Pinus
6670003,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/722/6670003,6670003,dbb5f85a-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou & K.M.Liou,1933,CN,CN,山东,牟平区,黄泉附近,37.2696474,121.5447736,Pinus densiflora,Plantae,Pinaceae,Pinus
6670004,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/105/6670004,6670004,dbb5f7eb-b6bf-11e1-8c2f-acd112e444a7,F.H.Sha,1932,CN,CN,山东,青岛市,,36.1079328,120.4159606,Pinus densiflora,Plantae,Pinaceae,Pinus
6670005,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/321/6670005,6670005,dbb5f77c-b6bf-11e1-8c2f-acd112e444a7,F.Y.Hwang,1936,CN,CN,山东,威海市,,37.5125003,122.1184981,Pinus densiflora,Plantae,Pinaceae,Pinus
6670006,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/46c/6670006,6670006,dbb5f70e-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou & K.M.Liou,1933,CN,CN,山东,牟平区,岳姑庙附近,37.2696474,121.5447736,Pinus densiflora,Plantae,Pinaceae,Pinus
6670007,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/9f4/6670007,6670007,dbb5f6a0-b6bf-11e1-8c2f-acd112e444a7,F.Y.Hwang,1936,CN,CN,山东,威海市,,37.5125003,122.1184981,Pinus densiflora,Plantae,Pinaceae,Pinus
6670009,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/3b4/6670009,6670009,dbb5f5c3-b6bf-11e1-8c2f-acd112e444a7,Y.C.Wang,1935,CN,CN,山东,崂山区,,36.1922869,120.5630744,Pinus densiflora,Plantae,Pinaceae,Pinus
6670013,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e9d/6670013,6670013,dbb5f3e8-b6bf-11e1-8c2f-acd112e444a7,F.Y.Hsia,1936,CN,CN,山东,威海市,,37.5125003,122.1184981,Pinus densiflora,Plantae,Pinaceae,Pinus
6670014,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/aa2/6670014,6670014,dbb5f370-b6bf-11e1-8c2f-acd112e444a7,Y.C.Wang,1935,CN,CN,山东,,"Chlin-sze,Chefoo,Shantung",,,Pinus densiflora,Plantae,Pinaceae,Pinus
6670017,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/af5/6670017,6670017,dbb5f222-b6bf-11e1-8c2f-acd112e444a7,Y.C.Wang,1935,CN,CN,山东,,"Chulin-sze,chefoo, Shantung",,,Pinus densiflora,Plantae,Pinaceae,Pinus
6670018,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/419/6670018,6670018,dbb5f1b4-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou & K.M.Liou,1933,CN,CN,山东,烟台市,,37.4636946,121.4479458,Pinus densiflora,Plantae,Pinaceae,Pinus
6670020,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/f20/6670020,6670020,dbb5f0d3-b6bf-11e1-8c2f-acd112e444a7,W.Y.Hsia,1935,CN,CN,北京,北京市市辖区,Prince Park,,,Pinus densiflora,Plantae,Pinaceae,Pinus
6670021,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/4cb/6670021,6670021,dbb5f061-b6bf-11e1-8c2f-acd112e444a7,,1913,CN,CN,北京,北京市市辖区,,,,Pinus densiflora,Plantae,Pinaceae,Pinus
6670022,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8db/6670022,6670022,dbb5eff3-b6bf-11e1-8c2f-acd112e444a7,Wei-Ying Hsia,1930,CN,CN,湖北,,Changli,,,Pinus densiflora,Plantae,Pinaceae,Pinus
6670023,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e95/6670023,6670023,dbb5ef83-b6bf-11e1-8c2f-acd112e444a7,Wei-Ying Hsia,1930,CN,CN,湖北,,Changli,,,Pinus densiflora,Plantae,Pinaceae,Pinus
6670036,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/eb0/6670036,6670036,dbb5e9d0-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1930,CN,CN,辽宁,丹东市,,40.1246436,124.3842137,Pinus densiflora,Plantae,Pinaceae,Pinus
6670037,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c5f/6670037,6670037,dbb5e962-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1940,CN,CN,辽宁,丹东市,,40.1246436,124.3842137,Pinus densiflora,Plantae,Pinaceae,Pinus
6670038,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/7d0/6670038,6670038,dbb5e8f0-b6bf-11e1-8c2f-acd112e444a7,Y.Y.Pai,1931,CN,CN,辽宁,丹东市,,40.1246436,124.3842137,Pinus densiflora,Plantae,Pinaceae,Pinus
6670493,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8f6/6670493,6670493,dbb51edd-b6bf-11e1-8c2f-acd112e444a7,华锡奇,1947,CN,CN,四川,,,,,Pinus densata,Plantae,Pinaceae,Pinus
6670500,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/da4/6670500,6670500,dbb51bdc-b6bf-11e1-8c2f-acd112e444a7,,1943,CN,CN,云南,中甸县,桥顶端平埸,27.8230796,99.7060132,Pinus densata,Plantae,Pinaceae,Pinus
6670502,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/9fd/6670502,6670502,dbb51afe-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Atunzu,Hungpu",,,Pinus densata,Plantae,Pinaceae,Pinus
6670504,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/225/6670504,6670504,dbb51a0b-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,康定县,西康,30.0553048,101.9648302,Pinus densata,Plantae,Pinaceae,Pinus
6670506,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/1e6/6670506,6670506,dbb51931-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670511,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ed0/6670511,6670511,dbb51705-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670512,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/92b/6670512,6670512,dbb51691-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1934,CN,CN,四川,雷波县,,28.2627152,103.5717416,Pinus densata,Plantae,Pinaceae,Pinus
6670513,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/00d/6670513,6670513,dbb5160d-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670514,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/de6/6670514,6670514,dbb5159f-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670515,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/dcf/6670515,6670515,dbb5152f-b6bf-11e1-8c2f-acd112e444a7,K.Y.Chu,1940,CN,CN,四川,,,,,Pinus densata,Plantae,Pinaceae,Pinus
6670516,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/6d2/6670516,6670516,dbb514c1-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,康定县,西康,30.0553048,101.9648302,Pinus densata,Plantae,Pinaceae,Pinus
6670523,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/d8f/6670523,6670523,dbb511ae-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienis,,,Pinus densata,Plantae,Pinaceae,Pinus
6670524,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/5f5/6670524,6670524,dbb51140-b6bf-11e1-8c2f-acd112e444a7,T.H.Tu,1912,CN,CN,四川,宝兴县,,30.3681173,102.8146398,Pinus densata,Plantae,Pinaceae,Pinus
6670526,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/cc7/6670526,6670526,dbb51062-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1934,CN,CN,海南,乐东县,,18.745108,109.17663,Pinus densata,Plantae,Pinaceae,Pinus
6670537,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/0a2/6670537,6670537,dbb50b9a-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1933,CN,CN,四川,松潘县,,32.6379835,103.5989499,Pinus densata,Plantae,Pinaceae,Pinus
6670545,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e21/6670545,6670545,dbb50808-b6bf-11e1-8c2f-acd112e444a7,Harry Smith,1934,CN,CN,四川,,Tjedji.Arbor 10 malta in silva sparsa aprica,,,Pinus densata,Plantae,Pinaceae,Pinus
6670572,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/76f/6670572,6670572,dbb4fc2f-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1933,CN,CN,四川,汶川县,,31.084,103.267,Pinus densata,Plantae,Pinaceae,Pinus
6670575,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8a7/6670575,6670575,dbb4facf-b6bf-11e1-8c2f-acd112e444a7,K.T.Fu,1937,CN,CN,四川,松潘县,公岗岭,32.6379835,103.5989499,Pinus densata,Plantae,Pinaceae,Pinus
6670577,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c4c/6670577,6670577,dbb4f9f3-b6bf-11e1-8c2f-acd112e444a7,,1940,CN,CN,四川,康定县,西康毛牛出日,30.0553048,101.9648302,Pinus densata,Plantae,Pinaceae,Pinus
6670584,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/cd6/6670584,6670584,dbb4f6e6-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,康定县,西康,30.0553048,101.9648302,Pinus densata,Plantae,Pinaceae,Pinus
6670589,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/ced/6670589,6670589,dbb4f4ba-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670596,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/462/6670596,6670596,dbb4f194-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1931,CN,CN,四川,,S.W.Tachieniu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670597,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/e94/6670597,6670597,dbb4f115-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng & C.T.Hwa,1948,CN,CN,重庆,万州区,,30.7056357,108.3138978,Pinus densata,Plantae,Pinaceae,Pinus
6670599,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/34a/6670599,6670599,dbb4f039-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670600,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/cf5/6670600,6670600,dbb4efcb-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,松潘县,,32.6379835,103.5989499,Pinus densata,Plantae,Pinaceae,Pinus
6670604,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/acb/6670604,6670604,dbb4ee10-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,,Tachienlu,,,Pinus densata,Plantae,Pinaceae,Pinus
6670608,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c16/6670608,6670608,dbb4ec3a-b6bf-11e1-8c2f-acd112e444a7,W.C.Cheng,1930,CN,CN,四川,汶川县,N.W.Wenchuan of szechuan,31.084,103.267,Pinus densata,Plantae,Pinaceae,Pinus
6670725,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/363/6670725,6670725,dbb4b919-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1938,CN,CN,云南,,"Weihsi,W.of Tungohuling",,,Pinus densata,Plantae,Pinaceae,Pinus
6670731,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/4e3/6670731,6670731,dbb4b663-b6bf-11e1-8c2f-acd112e444a7,,1949,CN,CN,云南,,,,,Pinus densata,Plantae,Pinaceae,Pinus
6670732,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8fc/6670732,6670732,dbb4b5f3-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Atunzu,Hungpu",,,Pinus densata,Plantae,Pinaceae,Pinus
6670735,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/50b/6670735,6670735,dbb4b4a6-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,,,,Pinus densata,Plantae,Pinaceae,Pinus
6670736,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/f3f/6670736,6670736,dbb4b438-b6bf-11e1-8c2f-acd112e444a7,T.T.Yu,1937,CN,CN,云南,,"Y.Atuntzo,Hungpu",,,Pinus densata,Plantae,Pinaceae,Pinus
6671059,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/2eb/6671059,6671059,dbb41bb3-b6bf-11e1-8c2f-acd112e444a7,郑万钧,1931,CN,CN,四川,,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671060,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/3e6/6671060,6671060,dbb41b41-b6bf-11e1-8c2f-acd112e444a7,郑万钧,1931,CN,CN,四川,江油市,Sz.Kiang-Yu-Hsien,31.8929352,104.9064088,Pinus bungeana,Plantae,Pinaceae,Pinus
6671061,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/3e7/6671061,6671061,dbb41ad1-b6bf-11e1-8c2f-acd112e444a7,郑万钧,1931,CN,CN,四川,江油市,,31.8929352,104.9064088,Pinus bungeana,Plantae,Pinaceae,Pinus
6671070,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/508/6671070,6671070,dbb416cd-b6bf-11e1-8c2f-acd112e444a7,W.Y.Hsia,1939,CN,CN,甘肃,天水市,,34.568696,105.7260275,Pinus bungeana,Plantae,Pinaceae,Pinus
6671079,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/153/6671079,6671079,dbb412ef-b6bf-11e1-8c2f-acd112e444a7,T.T.ang,1929,CN,CN,河南,,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671087,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8ba/6671087,6671087,dbb40f6e-b6bf-11e1-8c2f-acd112e444a7,K.M.Liou,1935,CN,CN,河南,卢氏县,Hsuingerhling,34.0541972,111.0479057,Pinus bungeana,Plantae,Pinaceae,Pinus
6671090,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/59b/6671090,6671090,dbb40e22-b6bf-11e1-8c2f-acd112e444a7,Y.C.Wang,1935,CN,CN,山东,崂山市,,36.1922869,120.5630744,Pinus bungeana,Plantae,Pinaceae,Pinus
6671091,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/8e7/6671091,6671091,dbb40db2-b6bf-11e1-8c2f-acd112e444a7,,1930,CN,CN,山东,,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671097,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/975/6671097,6671097,dbb40b13-b6bf-11e1-8c2f-acd112e444a7,T.P.Wang,1935,CN,CN,山西,,"Shangtien shan,sihsien,shansi",,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671098,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/7f2/6671098,6671098,dbb40aa3-b6bf-11e1-8c2f-acd112e444a7,K.M.Liou,1937,CN,CN,山西,,"Shansi:Huangmeitung,Taihangshan,Lingch'uan-Hsien",,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671112,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/338/6671112,6671112,dbb4045f-b6bf-11e1-8c2f-acd112e444a7,C.Y.Chiao et al.,1929,CN,CN,北京,北京市市辖区,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671114,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/c71/6671114,6671114,dbb4037f-b6bf-11e1-8c2f-acd112e444a7,H.F.Chow,1930,CN,CN,河北,,静宜园,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671118,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/58f/6671118,6671118,dbb401b6-b6bf-11e1-8c2f-acd112e444a7,C.Y.Chiao,1929,CN,CN,北京,北京市市辖区,Chingshan,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671131,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/5d0/6671131,6671131,dbb3fc0c-b6bf-11e1-8c2f-acd112e444a7,T.T.ang,1926,CN,CN,北京,北京市市辖区,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671133,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/511/6671133,6671133,dbb3fb2b-b6bf-11e1-8c2f-acd112e444a7,王锡珍,1935,CN,CN,北京,北京市市辖区,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671135,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/bbd/6671135,6671135,dbb3f9e4-b6bf-11e1-8c2f-acd112e444a7,,1930,CN,CN,河北,,,,,Pinus bungeana,Plantae,Pinaceae,Pinus
6671141,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/4e2/6671141,6671141,dbb3f7bf-b6bf-11e1-8c2f-acd112e444a7,T.N.Liou,1930,CN,CN,北京,北京市市辖区,Western hills peking,,,Pinus banksiana,Plantae,Pinaceae,Pinus
6671146,PE,PreservedSpecimen,http://www.nsii.org.cn/node/79/cvh/44/07e/6671146,6671146,dbb3f59f-b6bf-11e1-8c2f-acd112e444a7,,1913,CN,CN,北京,北京市市辖区,北平景山,,,Pinus bungeana,Plantae,Pinaceae,Pinus
